代碼,公司名稱,英文名稱,市場,產業,上市日期,網站,主要產品
"3632","研勤","研勤 Co., Ltd.","上櫃","通信網路業","2011/01/11","https://tw.papagoinc.com","網路設備; 通訊產品; 網路系統; 通訊模組; 網路通訊; 通訊設備"
"3645","達邁","Taimide Tech. Inc.","上市","電子零組件業","2011/10/05","https://www.taimide.com.tw","聚醯亞胺薄膜; 印刷電路板材料; 顯示器用薄膜; LED用薄膜; 電子補強板; 條碼標籤材料"
"3646","艾恩特","Aintec Electronics","上櫃","電子零組件業","2012/03/27","https://www.ant-precision.com.tw","Electronic Components; Connectors; Cable Products; Electronic Parts; Interconnect Solutions; Component Manufacturing"
"3652","精聯","Jing Lean","上市","電腦及週邊設備業","2022/09/21","https://www.ute.com","電腦週邊; 電子產品; 資訊設備"
"3653","健策","Giantplus","上市","電子零組件業","2009/11/18","https://www.jentech.com.tw","顯示器模組; LCD模組; 觸控面板; 顯示器零件; 光電元件; 顯示器系統"
"3661","世芯-KY","Alchip Technologies","上市","半導體業","2014/10/28","https://www.alchip.com","ASIC Design Services; 7nm/5nm Advanced Process; High-Performance Computing Chips; AI Accelerator Chips; Network Processor Chips; 2.5D CoWoS Packaging"
"3663","鑫科","Xin Ke Electronics","上櫃","其他電子業","2012/11/20","https://www.e-ttmc.com.tw","Electronic Products; Electronic Systems; Consumer Electronics; Electronic Components; Industrial Electronics; Electronic Solutions"
"3664","安瑞-KY","An Rui-KY","上櫃","通信網路業","2010/06/24","https://www.arraynetworks.com","Electronic Products; Electronic Systems; Consumer Electronics; Electronic Components; Industrial Electronics; Electronic Solutions"
"3665","貿聯-KY","Mao Lien International Holding","上市","其他電子業","2011/04/21","https://www.bizlinktech.com","Cable Assemblies; Wire Harnesses; Power Cords; Data Cables; Automotive Cables; Medical Device Cables"
"3666","光耀","Guang Yao Optoelectronics","上櫃","光電業","2014/12/04","https://www.optivtech.com","LED Components; Optical Products; LED Lighting; Optoelectronic Devices; Display Components; LED Solutions"
"3669","圓展","AVer Information","上市","通信網路業","2011/08/25","https://www.aver.com","視訊會議設備; 實物攝影機; 視訊產品; 教育科技"
"3672","康聯訊","康聯訊 Co., Ltd.","上櫃","通信網路業","2015/04/20","https://www.ctsystem.com","網路設備; 通訊產品; 網路系統; 通訊模組; 網路通訊; 通訊設備"
"3673","TPK-KY","","上市","光電業","2010/10/29","https://www.tpk.com","專業光電元件製造商,主要產品為LED元件、光學元件及背光模組,應用於顯示器、照明及消費性電子產品。"
"3675","德微","","上櫃","半導體業","2012/06/29","https://www.eris.com.tw","專業類比IC及分離式元件設計公司,主要產品為電源管理IC、保護元件及訊號處理晶片,應用於消費性電子及通訊產品。"
"3679","新至陞","新至陞 Co., Ltd.","上市","電子零組件業","2011/10/05","https://www.nishoku.com.tw","電子零組件; 連接器; 電子元件; 精密零件; 電子配件; 組裝加工"
"3680","家登","","上櫃","半導體業","2011/08/31","https://www.gudeng.com","專業晶圓傳送盒製造商,主要產品為FOUP晶圓傳送盒、晶圓載具及潔淨室搬運設備,服務半導體及面板產業。"
"3684","榮昌","Rong Chang","上櫃","通信網路業","2014/03/28","https://www.grand-tek.com","Electronic Products; Electronic Systems; Consumer Electronics; Electronic Components; Industrial Electronics; Electronic Solutions"
"3685","元創精密","Yuan Chuang Jing Mi Precision","上櫃","電機機械","2010/12/08","https://www.tradetools.com.tw","Precision Parts; Mechanical Components; Precision Manufacturing; Industrial Parts; Precision Solutions; Component Manufacturing"
"3686","達能","","上市","半導體業","2010/07/20","https://www.danentech.com","專業網路通訊IC設計公司,主要產品為乙太網路PHY晶片、交換器IC及網路控制晶片,應用於網路設備及物聯網。"
"3687","歐買尬","OMG Digital Entertainment","上櫃","數位雲端","2020/06/01","https://www.macrowell.com.tw","Digital Services; Cloud Solutions; Digital Entertainment; Online Services; Digital Platform; Entertainment Technology"
"3689","湧德","U.D. Electronic Corp","上櫃","電子零組件業","2012/10/18","https://www.ude-corp.com","RJ45 Connectors; Ethernet Connectors; Network Connectors; Integrated Connector Modules; Electronic Components; Magnetic Components; UDEJack Products; Communication Connectors"
"3691","碩禾","Solar Applied Materials","上櫃","光電業","2010/11/18","https://www.gigasolar.com.tw","太陽能材料; 光電材料; 化學材料"
"3693","營邦","營邦 Co., Ltd.","上櫃","電腦及週邊設備業","2013/11/27","https://www.aicipc.com","電腦週邊; 電子產品; 硬體設備; 電腦配件; 週邊設備; 電子零件"
"3694","海華","Hai Hua Technology","上市","通信網路業","2011/05/03","https://www.azurewave.com","Communication Equipment; Network Products; Telecom Solutions; Communication Systems; Network Infrastructure; Telecom Equipment"
"3701","大眾控","大眾控 Co., Ltd.","上市","電腦及週邊設備業","2004/08/30","https://www.ficg.com.tw","電腦週邊; 電子產品; 硬體設備; 電腦配件; 週邊設備; 電子零件"
"3702","大聯大","WPG Holdings","上市","電子通路業","2005/11/09","https://www.wpgholdings.com","電子通路; 電子零組件; 半導體"
"3703","欣陸","Sinotech Engineering Consultants","上市","建材營造業","2010/04/08","https://www.continental-holdings.com","Engineering Consulting; Construction Management; Infrastructure Design; Environmental Engineering; Urban Planning; Project Management"
"3704","合勤控","Zyxel","上市","通信網路業","2010/08/16","https://www.zyxelgroup.com","網路設備; 通信產品; 網路解決方案"
"3705","永信","","上市","生技醫療業","2011/01/03","https://www.yungshingroup.com","專業生技製藥公司,主要從事學名藥及特殊製劑生產,產品包括心血管藥物、抗生素及慢性病用藥,並提供藥品代工服務。"
"3706","神達","MiTAC (Shen Da)","上市","電腦及週邊設備業","2013/09/12","https://www.mitac.com","Computer Systems; Electronic Products; IT Solutions; Computer Manufacturing; Technology Products; System Integration"
"3707","漢磊","","上櫃","半導體業","2014/10/01","https://www.episil.com","專業功率半導體晶圓代工廠,主要提供MOSFET、IGBT及功率二極體晶圓製造服務,應用於電源及車用電子領域。"
"3708","上緯投控","上緯投控 Co., Ltd.","上市","綠能環保","2016/08/31","https://www.swancor.com","綠色能源; 環保設備; 再生能源; 節能產品; 環保科技; 能源管理"
"3709","鑫聯大投控","鑫聯大投控 Co., Ltd.","上櫃","電腦及週邊設備業","1999/04/16","https://www.trigoldholdings.com","電腦週邊; 電子產品; 硬體設備; 電腦配件; 週邊設備; 電子零件"
"3710","連展投控","Lian Zhan Tou Kong Holdings","上櫃","電子零組件業","2017/12/29","https://www.acon-holding.com","Investment Services; Financial Services; Investment Management; Financial Solutions; Asset Management; Investment Holdings"
"3711","日月光投控","ASE Technology Holding Co., Ltd.","上市","半導體業","2018/04/30","https://www.aseglobal.com","半導體封裝; 半導體測試; 系統組裝"
"3712","永崴投控","Wintec Industries","上市","電腦及週邊設備業","2018/10/01","https://www.fit-holding.com","Computer Components; PC Products; Computer Accessories; Peripheral Devices; System Components; Technology Solutions"
"3713","新晶投控","Solar Tech","上櫃","綠能環保","2020/02/27","https://www.hsinjing-holding.com.tw","太陽能; 綠能; 再生能源"
"3714","富采","","上市","光電業","2021/01/06","https://www.ennostar.com","LED磊晶及晶粒製造商,主要產品為LED磊晶片、LED晶粒及Mini/Micro LED產品,應用於顯示器、照明及車用電子領域。"
"3715","定穎投控","","上市","電子零組件業","2022/08/25","https://www.dynaholding.com","專業印刷電路板控股公司,主要從事PCB製造及電子零組件業務,產品應用於通訊、電腦及消費性電子產品。"
"3716","中化控股","","上市","生技醫療業","2024/09/02","https://www.cenra.com","專業化學控股公司,主要從事化學原料及製藥業務,產品包括化學品、原料藥及特殊化學品,應用於製藥及化工領域。"
"3717","聯嘉投控","Lian Jia Holdings","上市","汽車工業","2018/05/09","https://www.eoi.com.tw","Automotive Parts; Auto Components; Automotive Systems; Vehicle Parts; Automotive Solutions; Auto Manufacturing"
"4102","永日","","上櫃","生技醫療業","2001/03/20","https://www.yungzip.com","專業生技製藥公司,主要從事學名藥及原料藥生產,產品包括心血管藥物、抗生素及慢性病用藥,並提供藥品代工服務。"
"4104","佳醫","","上市","生技醫療業","2007/12/31","https://www.excelsiormedical.com.tw","專業醫療器材製造商,主要產品為醫療耗材、手術器械及醫療設備,應用於醫院及診所醫療服務,專注於骨科及外科器材。"
"4105","東洋","","上櫃","生技醫療業","2001/09/27","https://www.tty.com.tw","專業生技製藥公司,主要從事學名藥及特殊製劑生產,產品包括抗癌藥物、心血管藥物及慢性病用藥,並提供藥品代工服務。"
"4106","雃博","","上市","生技醫療業","2004/11/08","https://www.wellell.com/en","專業醫療器材製造商,主要產品為呼吸治療設備、氧氣製造機及居家醫療器材,應用於呼吸照護及居家醫療服務。"
"4107","邦特","","上櫃","生技醫療業","2002/03/04","https://www.bioteq.com.tw/zh-tw","專業生技製藥公司,主要從事學名藥及原料藥生產,產品包括心血管藥物、抗生素及慢性病用藥,並提供藥品代工服務。"
"4108","懷特","","上市","生技醫療業","2008/07/16","https://www.phytohealth.com.tw","專業生技製藥公司,主要從事學名藥及特殊製劑生產,產品包括心血管藥物、抗生素及慢性病用藥,並提供藥品代工服務。"
"4109","加捷生醫","","上櫃","生技醫療業","2002/08/08","https://www.jiajiebio.com","專業生技製藥公司,主要從事學名藥及特殊製劑生產,產品包括心血管藥物、抗生素及慢性病用藥。"
"4111","濟生","","上櫃","生技醫療業","1999/03/06","https://www.cscp.com.tw","專業生技製藥公司,主要從事學名藥及原料藥生產,產品包括抗生素、心血管藥物及慢性病用藥,並提供藥品代工服務。"
"4113","聯上","","上櫃","建材營造業","2003/07/22","https://kh.vvvvv.com.tw","從事建築開發、營造工程及建材銷售業務,主要產品包括住宅大樓、商業大樓等不動產開發案,並提供建築營造及相關建材供應服務。"
"4114","健喬","","上櫃","生技醫療業","2003/05/12","https://www.synmosa.com.tw","專業生技製藥公司,主要從事學名藥及特殊製劑生產,產品包括心血管藥物、抗生素及慢性病用藥,並提供藥品代工服務。"
"4116","明基醫","","上櫃","生技醫療業","2015/12/16","https://www.benqmedicaltech.com","專業醫療器材製造商,主要產品為醫療耗材、手術器械及醫療設備,應用於醫院及診所醫療服務。"
"4119","旭富","","上市","生技醫療業","2004/01/07","https://www.sci-pharmtech.com.tw","專業生技製藥公司,主要從事原料藥及中間體生產,產品包括抗生素、心血管藥物及慢性病用藥原料,並提供藥品代工服務。"
"4120","友華","","上櫃","生技醫療業","2003/11/05","https://www.oepgroup.com","專業生技製藥公司,主要從事學名藥及特殊製劑生產,產品包括心血管藥物、抗生素及慢性病用藥,並提供藥品代工服務。"
"4121","優盛","","上櫃","生技醫療業","2003/07/25","https://www.rossmax.com","專業生技製藥公司,主要從事學名藥及原料藥生產,產品包括心血管藥物、抗生素及慢性病用藥,並提供藥品代工服務。"
"4123","晟德","","上櫃","生技醫療業","2003/10/07","https://www.centerlab.com.tw","專業生技製藥集團,主要從事新藥研發、學名藥生產及醫療器材銷售,產品涵蓋抗癌藥物、心血管藥物及特殊製劑。"
"4126","太醫","","上櫃","生技醫療業","2004/02/09","https://www.pahsco.com.tw","專業生技製藥公司,主要從事學名藥及特殊製劑生產,產品包括心血管藥物、抗生素及慢性病用藥。"
"4127","天良","","上櫃","生技醫療業","2005/07/29","https://www.tlb.com.tw","專業生技製藥公司,主要從事學名藥及原料藥生產,產品包括心血管藥物、抗生素及慢性病用藥,並提供藥品代工服務。"
"4128","中天","","上櫃","生技醫療業","2006/06/09","https://www.twmicrobio.com","專業生技製藥公司,主要從事學名藥及原料藥生產,產品包括心血管藥物、抗生素及慢性病用藥,並提供藥品代工服務。"
"4129","聯合","","上櫃","生技醫療業","2004/09/29","https://www.unitedorthopedic.com","專業生技製藥公司,主要從事學名藥及原料藥生產,產品包括心血管藥物、抗生素及慢性病用藥,並提供藥品代工服務。"
"4130","健亞","","上櫃","生技醫療業","2012/01/12","https://www.genovate-bio.com","專業生技製藥公司,主要從事學名藥及原料藥生產,產品包括抗生素、心血管藥物及慢性病用藥,並提供藥品代工服務。"
"4131","浩泰","","上櫃","生技醫療業","2004/04/09","https://www.neocore.com.tw","專業生技製藥公司,主要從事學名藥及特殊製劑生產,產品包括心血管藥物、抗生素及慢性病用藥。"
"4133","亞諾法","","上市","生技醫療業","2009/12/28","https://www.abnova.com","專業生技製藥公司,主要從事學名藥及特殊製劑生產,產品包括心血管藥物、抗生素及慢性病用藥,並提供藥品代工服務。"
"4137","麗豐-KY","","上市","生技醫療業","2013/11/27","https://www.chlitina.com","專業醫療美容公司,主要從事醫美產品研發及生產,產品包括玻尿酸填充劑、肉毒桿菌素及醫美器材,應用於醫學美容領域。"
"4138","曜亞","","上櫃","生技醫療業","2010/12/29","https://www.dmttw.com.tw","專業生技製藥公司,主要從事學名藥及特殊製劑生產,產品包括心血管藥物、抗生素及慢性病用藥。"
"4139","馬光-KY","","上櫃","生技醫療業","2011/04/29","https://www.mk-healthcare.com","專業中醫醫療服務集團,主要經營中醫診所、中藥製劑及健康管理服務,提供中醫診療、針灸及養生保健服務。"
"4142","國光生","","上市","生技醫療業","2012/05/03","https://www.adimmune.com.tw","專業疫苗生技公司,主要從事疫苗研發及生產,產品包括流感疫苗、腸病毒疫苗及新型疫苗開發,專注於傳染病預防。"
"4147","中裕","","上櫃","生技醫療業","2015/11/23","https://www.taimedbiologics.com","專業生技製藥公司,主要從事抗病毒新藥研發,專注於HIV治療藥物、抗病毒藥物及免疫調節劑開發。"
"4148","全宇生技-KY","","上市","生技醫療業","2017/06/08","https://www.allcosmos.com","專業生技製藥公司,主要從事學名藥及原料藥生產,產品包括心血管藥物、抗生素及慢性病用藥,並提供藥品代工服務。"
"4153","鈺緯","","上櫃","生技醫療業","2013/05/23","https://www.diva.com.tw","專業醫療器材製造商,主要產品為醫療耗材、手術器械及醫療設備,應用於醫院及診所醫療服務。"
"4154","樂威科-KY","樂威科 Co., Ltd.","上櫃","其他業","2011/12/28","https://www.raku-tec.com.tw","產品製造; 產品銷售; 產品服務; 產品開發; 產品應用; 產品貿易"
"4155","訊映","","上市","生技醫療業","2017/12/05","https://www.okbiotech.com","專業醫療影像設備製造商,主要產品為內視鏡系統、醫療影像處理設備及手術導航系統,應用於微創手術及診斷領域。"
"4157","太景*-KY","","上櫃","生技醫療業","2013/08/30","https://www.taigenbiotech.com.tw","專業生技製藥公司,主要從事抗感染新藥研發,專注於抗生素、抗病毒藥物及抗真菌藥物開發。"
"4160","訊聯基因","","上櫃","生技醫療業","2012/09/17","https://www.gga.asia","專業基因生技公司,主要從事基因檢測、基因治療研發及精準醫療服務,專注於遺傳疾病診斷及個人化醫療應用。"
"4161","聿新科","","上櫃","生技醫療業","2013/06/26","https://www.bioptik.com.tw","專業醫療器材製造商,主要產品為醫療耗材、手術器械及醫療設備,應用於醫院及診所醫療服務。"
"4162","智擎","","上櫃","生技醫療業","2012/09/18","https://www.pharmaengine.com","專業生技製藥公司,主要從事新藥研發及臨床試驗,專注於抗癌藥物、神經系統藥物及罕見疾病治療藥物開發。"
"4163","鐿鈦","","上櫃","生技醫療業","2012/11/15","https://www.intai.com.tw","專業醫療器材製造商,主要產品為牙科植體、骨科植入物及醫療器材,應用於牙科及骨科醫療服務。"
"4164","承業醫","","上市","生技醫療業","2012/10/24","https://www.chcg.com","專業醫療器材製造商,主要產品為醫療耗材、手術器械及醫療設備,應用於醫院及診所醫療服務,專注於骨科及外科器材。"
"4166","友霖","","上櫃","生技醫療業","2025/08/21","https://www.oppharma.com","專業生技製藥公司,主要從事學名藥及原料藥生產,產品包括抗生素、心血管藥物及慢性病用藥,並提供藥品代工服務。"
"4167","松瑞藥","","上櫃","生技醫療業","2015/09/08","https://www.saviorlifetec.com.tw/en","專業生技製藥公司,主要從事學名藥及特殊製劑生產,產品包括心血管藥物、抗生素及慢性病用藥,並提供藥品代工服務。"
"4168","醣聯","","上櫃","生技醫療業","2012/12/18","https://www.glyconex.com.tw","專業醣類生技公司,主要從事醣類藥物研發及生產,專注於醣蛋白藥物、醣類疫苗及醣類診斷試劑開發。"
"4171","瑞基","Rui Ji","上櫃","農業科技業","2018/03/28","https://www.genereach.com","Biomedical Products; Medical Devices; Healthcare Solutions; Medical Equipment; Biomedical Technology; Healthcare Products"
"4173","久裕","","上櫃","生技醫療業","2013/10/31","https://www.arich.com.tw","專業生技製藥公司,主要從事學名藥及特殊製劑生產,產品包括心血管藥物、抗生素及慢性病用藥。"
"4174","浩鼎","","上櫃","生技醫療業","2015/03/23","https://www.obipharma.com","專業生技製藥公司,主要從事癌症免疫療法藥物研發,專注於醣類抗原疫苗、單株抗體及免疫檢查點抑制劑開發。"
"4175","杏一","","上櫃","生技醫療業","2014/04/23","https://www.medfirst.com.tw","專業醫療器材及保健用品通路商,主要經營醫療器材、保健食品及居家照護用品銷售,並提供醫療諮詢服務。"
"4183","福永生技","","上櫃","生技醫療業","2017/03/09","https://www.epsbio.com","專業生技製藥公司,主要從事學名藥及特殊製劑生產,產品包括心血管藥物、抗生素及慢性病用藥。"
"4188","安克","","上櫃","生技醫療業","2015/03/24","https://www.amcad.com.tw","專業生技製藥公司,主要從事學名藥及特殊製劑生產,產品包括心血管藥物、抗生素及慢性病用藥。"
"4190","佐登-KY","","上市","生技醫療業","2015/10/21","https://www.jourdeness.com","專業生技製藥公司,主要從事學名藥及原料藥生產,產品包括心血管藥物、抗生素及慢性病用藥,並提供藥品代工服務。"
"4192","杏國","","上櫃","生技醫療業","2014/10/28","https://www.syncorebio.com","專業生技製藥公司,主要從事新藥研發及臨床試驗,專注於抗癌藥物、神經系統藥物及罕見疾病治療藥物開發。"
"4198","欣大健康","","上櫃","生技醫療業","2014/12/23","https://www.swissray.com","專業健康管理服務公司,主要提供健康檢查、預防醫學及健康管理服務,並經營健康檢查中心及醫療診所。"
"4205","中華食","China Food","上櫃","食品工業","1999/01/31","https://www.herngyih.com.tw","Food Products; Food Manufacturing; Processed Foods; Food Distribution; Food Solutions; Consumer Foods"
"4207","環泰","Huan Tai","上櫃","食品工業","2000/01/21","https://www.fructose.com.tw","食品; 飲料; 食品加工"
"4303","信立","Xin Li Chemical","上櫃","塑膠工業","1999/03/10","https://www.hsinli.com.tw","Chemical Products; Industrial Chemicals; Chemical Manufacturing; Chemical Solutions; Specialty Chemicals; Chemical Materials"
"4304","勝昱","勝昱 Co., Ltd.","上櫃","塑膠工業","2000/01/27","https://www.sunvic.com.tw","產品製造; 產品銷售; 產品服務; 產品開發; 產品應用; 產品貿易"
"4305","世坤","世坤 Co., Ltd.","上櫃","塑膠工業","2000/09/28","https://www.shihkuen.com","產品製造; 產品銷售; 產品服務; 產品開發; 產品應用; 產品貿易"
"4306","炎洲","Yen Show","上市","塑膠工業","2008/01/21","https://www.ycgroup.tw","塑膠製品; 塑膠原料; 化工材料"
"4401","東隆興","Dong Long Xing Textile","上櫃","紡織纖維","1996/05/09","https://toungloong.com","Textile Products; Fabrics; Textile Manufacturing; Fiber Products; Textile Materials; Textile Solutions"
"4402","郡都開發","Jun Dou Development","上櫃","紡織纖維","1997/07/23","https://j-d.com.tw","Real Estate Development; Construction Services; Property Development; Building Projects; Real Estate Solutions; Construction Management"
"4406","新昕纖","Xin Xin Xian Textile","上櫃","紡織纖維","1999/01/14","https://www.hsinsin.com.tw","Textile Products; Fabrics; Textile Manufacturing; Fiber Products; Textile Materials; Textile Solutions"
"4413","飛寶企業","飛寶企業 Co., Ltd.","上櫃","紡織纖維","1999/07/29","https://www.estga.com","產品製造; 產品銷售; 產品服務; 產品開發; 產品應用; 產品貿易"
"4414","如興","Eclat Textile","上市","紡織纖維","2004/09/06","https://www.roohsing.com.tw","機能性布料; 運動服飾; 紡織品; 成衣製造; 布料研發"
"4416","三圓","San Yuan","上櫃","建材營造業","2000/05/06","https://www.shanyuan.com.tw","Textile Products; Fabrics; Textile Manufacturing; Fiber Products; Textile Materials; Textile Solutions"
"4417","金洲","Jin Zhou Textile","上櫃","紡織纖維","2000/11/07","https://www.king-net.com.tw","Textile Products; Fabrics; Textile Manufacturing; Fiber Products; Textile Materials; Textile Solutions"
"4419","皇家美食","皇家美食 Co., Ltd.","上櫃","觀光餐旅","2001/06/26","https://www.ensureglobal.com.tw","餐飲服務; 觀光旅遊; 飯店服務; 餐飲管理; 旅遊服務; 休閒娛樂"
"4420","光明","Guang Ming Textile","上櫃","紡織纖維","2002/04/18","https://www.kwangming.com","Textile Products; Fabrics; Yarns; Textile Materials; Functional Textiles; Industrial Textiles"
"4426","利勤","利勤 Co., Ltd.","上市","紡織纖維","2011/12/16","https://www.li-cheng.com.tw","產品製造; 產品銷售; 產品服務; 產品開發; 產品應用; 產品貿易"
"4430","耀億","Yao Yi Industrial","上櫃","其他業","2011/06/09","https://www.yaoi.com.tw","Industrial Products; Manufacturing Services; Industrial Solutions; Component Supply; Material Distribution; Industrial Services"
"4432","銘旺實","Ming Wang Shi Industry","上櫃","紡織纖維","2012/11/26","https://www.haksport.com","Textile Products; Fabrics; Textile Manufacturing; Fiber Products; Textile Materials; Textile Solutions"
"4433","興采","Xing Cai Textile","上櫃","紡織纖維","2014/11/03","https://www.singtex.com","Textile Products; Fabrics; Textile Manufacturing; Fiber Products; Textile Materials; Textile Solutions"
"4438","廣越","Makalot","上市","紡織纖維","2016/10/18","https://www.qve.com.tw","紡織品; 成衣; 服飾"
"4439","冠星-KY","冠星 Co., Ltd.","上市","紡織纖維","2019/12/05","https://www.tstco.com.hk","產品製造; 產品銷售; 產品服務; 產品開發; 產品應用; 產品貿易"
"4440","宜新實業","宜新實業 Co., Ltd.","上市","紡織纖維","2021/10/25","https://www.yishin-textile.com.tw","產品製造; 產品銷售; 產品服務; 產品開發; 產品應用; 產品貿易"
"4441","振大環球","振大環球 Co., Ltd.","上市","紡織纖維","2025/09/09","https://www.greatg.com.tw","產品製造; 產品銷售; 產品服務; 產品開發; 產品應用; 產品貿易"
"4442","竣邦-KY","Jun Bang-KY","上櫃","紡織纖維","2023/11/29","https://www.jb-group.com.tw","Industrial Products; Manufacturing; Industrial Solutions; Industrial Equipment; Manufacturing Systems; Industrial Services"
"4502","健信","Jian Xin Machinery","上櫃","電機機械","1995/12/12","https://www.rostawheels.com.tw","Machinery Equipment; Industrial Machinery; Manufacturing Equipment; Mechanical Systems; Machinery Solutions; Industrial Equipment"
"4503","金雨","金雨 Co., Ltd.","上櫃","電機機械","1996/12/19","https://www.alona.com.tw","電機設備; 機械設備; 工業機械; 電機產品; 機械零件; 電機系統"
"4506","崇友","Glory Easy (Chong You)","上櫃","電機機械","1997/12/06","https://www.gfc.com.tw","Elevator Systems; Escalator Systems; Building Equipment; Vertical Transportation; Elevator Services; Building Solutions"
"4510","高鋒","高鋒 Co., Ltd.","上櫃","電機機械","1998/02/24","https://www.kafo.com.tw","電機設備; 機械設備; 工業機械; 電機產品; 機械零件; 電機系統"
"4513","福裕","Fu Yu Machinery","上櫃","電機機械","1998/03/25","https://www.chevaliertw.com","Machinery Equipment; Industrial Machinery; Machine Tools; Machinery Systems; Manufacturing Equipment; Machinery Solutions"
"4523","永彰","Yong Zhang Machinery","上櫃","電機機械","1999/11/22","https://www.everbrite.com.tw","Machinery Equipment; Industrial Machinery; Machine Tools; Machinery Systems; Manufacturing Equipment; Machinery Solutions"
"4526","東台","Tongtai Machine & Tool","上市","電機機械","2003/09/15","https://www.tongtai.com.tw","CNC Machine Tools; Machining Centers; CNC Lathes; PCB Drilling Machines; Cutting Centers; Computer Components; Machine Tool Solutions; Manufacturing Equipment"
"4527","方土霖","Fang Tu Lin Machinery","上櫃","電機機械","2000/09/28","https://www.kuenling.com.tw/index","Machinery Equipment; Industrial Machinery; Manufacturing Equipment; Mechanical Systems; Machinery Solutions; Industrial Equipment"
"4528","江興鍛","Jiang Xing Duan Forging","上櫃","電機機械","2001/02/12","https://www.ch-forging.com.tw","Forging Products; Metal Forging; Industrial Forging; Metal Products; Forging Solutions; Metal Manufacturing"
"4529","淳紳","Chun Shen Machinery","上櫃","其他業","2001/05/04","https://www.eptech.tw","Machinery Equipment; Industrial Machinery; Manufacturing Equipment; Mechanical Systems; Machinery Solutions; Industrial Equipment"
"4530","宏易","Hong Yi Machinery","上櫃","觀光餐旅","2001/04/30","https://www.honyigroup.com","Machinery Equipment; Industrial Machinery; Manufacturing Equipment; Mechanical Systems; Machinery Solutions; Industrial Equipment"
"4532","瑞智","Rui Zhi Machinery","上市","電機機械","2003/08/04","https://www.rechi.com","Machinery Equipment; Industrial Machinery; Machine Tools; Machinery Systems; Manufacturing Equipment; Machinery Solutions"
"4533","協易機","Shieh Yih Machinery Industry","上櫃","電機機械","2002/04/26","https://www.seyi.com","Servo Presses; Mechanical Presses; Stamping Presses; Metal Forming Equipment; Press Machines; Industrial Machinery"
"4534","慶騰","Qing Teng","上櫃","電機機械","2003/03/31","https://www.trinity-ptc.com","Machinery Equipment; Industrial Machinery; Manufacturing Equipment; Mechanical Systems; Machinery Solutions; Industrial Equipment"
"4535","至興","Zhi Xing Machinery","上櫃","電機機械","2003/04/16","https://www.fineblanking.com.tw","Machinery Equipment; Industrial Machinery; Manufacturing Equipment; Mechanical Systems; Machinery Solutions; Industrial Equipment"
"4536","拓凱","Tuo Kai Machinery","上市","運動休閒","2013/10/09","https://www.topkey.com.tw","Machinery Equipment; Industrial Machinery; Manufacturing Equipment; Mechanical Systems; Machinery Solutions; Industrial Equipment"
"4538","大詠城","Da Yong Cheng Motor","上櫃","電機機械","2019/01/15","https://www.wsmc.com.tw","Electric Motors; Motor Components; Industrial Motors; Motor Systems; Electrical Equipment; Motor Solutions"
"4540","全球傳動","全球傳動 Co., Ltd.","上市","電機機械","2018/08/15","https://www.tbimotion.com.tw","電機設備; 機械設備; 工業機械; 電機產品; 機械零件; 電機系統"
"4541","晟田","Sheng Tian","上櫃","其他業","2014/07/22","https://www.maicl.com","Machinery Equipment; Industrial Machinery; Manufacturing Equipment; Mechanical Systems; Machinery Solutions; Industrial Equipment"
"4542","科嶠","Ke Qiao Machinery","上櫃","電子零組件業","2014/08/25","https://www.asianeotech.com","Machinery Equipment; Industrial Machinery; Manufacturing Equipment; Mechanical Systems; Machinery Solutions; Industrial Equipment"
"4543","萬在","萬在 Co., Ltd.","上櫃","電機機械","2016/03/15","https://www.manzai.com.tw","電機設備; 機械設備; 工業機械; 電機產品; 機械零件; 電機系統"
"4545","銘鈺","Ming Yu Electronics","上市","電子零組件業","2016/01/06","https://www.mapi.com.tw","Electronic Components; Connectors; Cable Products; Electronic Parts; Interconnect Solutions; Component Manufacturing"
"4549","桓達","Huan Da Machinery","上櫃","電機機械","2014/11/27","https://www.fine-tek.com","Machinery Equipment; Industrial Machinery; Machine Tools; Machinery Systems; Manufacturing Equipment; Machinery Solutions"
"4550","長佳","Chang Jia Motor","上櫃","電機機械","2015/03/18","https://www.changjia.com.tw","Electric Motors; Motor Components; Industrial Motors; Motor Systems; Electrical Equipment; Motor Solutions"
"4551","智伸科","KC Tech (Zhi Shen Ke)","上市","汽車工業","2015/08/10","https://www.global.com.tw","Machinery Equipment; Industrial Machinery; Manufacturing Equipment; Mechanical Systems; Machinery Solutions; Industrial Equipment"
"4552","力達-KY","Li Da-KY","上市","電機機械","2016/07/20","https://www.lidaholdings.com","Industrial Products; Manufacturing; Industrial Solutions; Industrial Equipment; Manufacturing Systems; Industrial Services"
"4554","橙的","","上櫃","其他電子業","2016/08/05","https://www.orange-electronic.com","專業電子零組件通路商,主要經營被動元件、主動元件、連接器等電子零組件代理銷售,並提供技術支援及供應鏈管理服務。"
"4555","氣立","Chelic (Qi Li)","上市","電機機械","2015/10/27","https://www.chelic.com","Pneumatic Components; Industrial Automation; Pneumatic Systems; Automation Solutions; Industrial Components; Pneumatic Technology"
"4556","旭然","旭然 Co., Ltd.","上櫃","其他業","2015/12/22","https://www.filtrafine.com.tw","產品製造; 產品銷售; 產品服務; 產品開發; 產品應用; 產品貿易"
